Date,PM2.5,PM10,RH,SR
28-01-2020 14:00,120,186.5,68.2,420.02
28-01-2020 15:00,134.59,188.75,70.9,406.05
28-01-2020 16:00,96,176.5,64.98,336.02
28-01-2020 17:00,89.25,153.75,66.8,173.58
28-01-2020 18:00,75.5,140,71.53,10.2
28-01-2020 19:00,96.25,155.5,74.72,8.9
28-01-2020 20:00,108.5,158.75,86.1,8.72
28-01-2020 21:00,131,165.75,88.02,8.6
28-01-2020 22:00,121.75,160.75,84.32,8.62
28-01-2020 23:00,109.25,133.25,88,8.8
29-01-2020 00:00,132.25,149.25,90.32,8.85
29-01-2020 01:00,127.25,148.25,84.95,8.78
29-01-2020 02:00,77,94.75,89.88,8.9
29-01-2020 03:00,86,116,93,8.95
29-01-2020 04:00,87.25,137.75,93.7,8.93
29-01-2020 05:00,89,166.25,92.12,8.82
29-01-2020 06:00,83.5,158,90.58,9.43
29-01-2020 07:00,87.5,135.75,89.93,196.28
29-01-2020 08:00,108.5,141.25,86.05,419.98
29-01-2020 09:00,135.5,185.25,79.03,448.78
29-01-2020 10:00,93.25,144,71.5,456.52
29-01-2020 11:00,85,120.25,62.88,460.22
29-01-2020 12:00,71.5,126.75,55.1,459.83
29-01-2020 13:00,55.5,127.75,52.28,452.83
29-01-2020 14:00,45.75,157.5,49.3,436.45
29-01-2020 15:00,39.25,156,47.95,410.5
29-01-2020 16:00,36.25,176.25,48.4,351.58
29-01-2020 17:00,28.5,201,55.95,137.32
29-01-2020 18:00,46.5,261.75,64.55,10.7
29-01-2020 19:00,76.25,283.25,73.22,9.1
29-01-2020 20:00,105.75,299,76.93,9.02
29-01-2020 21:00,129,335,78.8,9.17
29-01-2020 22:00,134.59,294.51,56.99,207.28
29-01-2020 23:00,115.5,247,81.1,8.8
30-01-2020 00:00,107.5,228.5,82,8.92
30-01-2020 01:00,81,180.25,84.43,8.93
30-01-2020 02:00,70.25,127.25,85.6,8.98
30-01-2020 03:00,77,117.25,85.92,8.88
30-01-2020 04:00,75.5,110.25,87.25,8.9
30-01-2020 05:00,70.5,106.5,88.52,8.85
30-01-2020 06:00,71.25,113.5,89.8,9.85
30-01-2020 07:00,85.5,134.5,90.05,195.6
30-01-2020 08:00,109.5,182.75,84.78,432.6
30-01-2020 09:00,117,207.75,77.92,452.92
30-01-2020 10:00,123.5,208.25,68.5,463.18
30-01-2020 11:00,116,194,59.28,464.62
30-01-2020 12:00,92.75,186,53.92,466.25
30-01-2020 13:00,71,186,52.8,455.85
30-01-2020 14:00,64.75,208.5,51.82,435.78
30-01-2020 15:00,58,216,53.25,408.4
30-01-2020 16:00,40.75,163.5,53.85,325.73
30-01-2020 17:00,31,147,58.5,135.98
30-01-2020 18:00,48,202,64.97,11
30-01-2020 19:00,60,241,69.9,9.07
30-01-2020 20:00,77.75,267,72.72,9.07
30-01-2020 21:00,83,240,74.95,8.95
30-01-2020 22:00,99.5,238,78,8.95
30-01-2020 23:00,104.5,244.25,79.2,8.93
31-01-2020 00:00,92.5,215.75,82.98,8.93
31-01-2020 01:00,90.5,193,82.6,8.9
31-01-2020 02:00,72.5,165.75,80.32,8.95
31-01-2020 03:00,74.25,142,80.88,8.9
31-01-2020 04:00,69,136.25,85.22,8.8
31-01-2020 05:00,81,166.75,87.85,8.85
31-01-2020 06:00,99.25,186,89.95,9.88
31-01-2020 07:00,135.75,237,90.52,191.62
31-01-2020 08:00,158.75,303.25,86.08,432.95
31-01-2020 09:00,147,339.75,78.73,456.05
31-01-2020 10:00,141,339,68.62,465.4
31-01-2020 11:00,137.75,323.75,57.65,469.25
31-01-2020 12:00,108,241,51.35,466.58
31-01-2020 13:00,108,241,46.05,459.1
31-01-2020 14:00,39,172,44.05,440.65
31-01-2020 15:00,40,168,45.92,407.65
31-01-2020 16:00,40.25,155.25,50.28,333.35
31-01-2020 17:00,31.5,152.25,53.55,136.93
31-01-2020 18:00,35.75,164.25,60.15,11.32
31-01-2020 19:00,58.25,216,69.62,9.07
31-01-2020 20:00,82.75,261.25,75.75,9.15
31-01-2020 21:00,114.75,324.5,77.7,9.1
31-01-2020 22:00,128,360,78.65,9.02
31-01-2020 23:00,112.75,359.5,80.6,9.1
01-02-2020 00:00,101.5,254.75,85.4,9.07
01-02-2020 01:00,134.75,244.5,88.07,9
01-02-2020 02:00,219,303,91.08,9.05
01-02-2020 03:00,130.25,220,93.9,8.98
01-02-2020 04:00,129.5,257.5,95.22,9.12
01-02-2020 05:00,137,304,96.18,9
01-02-2020 06:00,130,312.25,96.7,9.8
01-02-2020 07:00,170.75,357.75,96.98,200.18
01-02-2020 08:00,200.25,344.25,91.88,432.88
01-02-2020 09:00,219,360,72.45,446.4
01-02-2020 10:00,134.59,294.51,56.99,207.28
01-02-2020 11:00,134.59,294.51,56.99,207.28
01-02-2020 12:00,134.59,294.51,56.99,207.28
01-02-2020 13:00,134.59,294.51,56.99,207.28
01-02-2020 14:00,134.59,294.51,56.99,207.28
01-02-2020 15:00,85.5,213.75,57.8,412.12
01-02-2020 16:00,74.75,232.25,60.98,360.32
01-02-2020 17:00,63,207.75,63,156.15
01-02-2020 18:00,58.75,186,66.47,11.38
01-02-2020 19:00,74,229.5,69.47,8.85
01-02-2020 20:00,108.5,271.75,74.53,8.98
01-02-2020 21:00,140.75,269.75,80.15,8.93
01-02-2020 22:00,177.75,303.75,85.82,9
01-02-2020 23:00,123.25,247,90.75,8.9
02-02-2020 00:00,128.25,277.25,91.9,9
02-02-2020 01:00,116.75,207.75,90.68,8.88
02-02-2020 02:00,121.5,226.5,88.35,8.85
02-02-2020 03:00,108.25,178.75,89.05,8.93
02-02-2020 04:00,100.5,151,88.78,8.9
02-02-2020 05:00,101,143.25,90.75,8.95
02-02-2020 06:00,99.25,173.25,91.45,9.93
02-02-2020 07:00,105.5,172,91.58,203.2
02-02-2020 08:00,117.75,182.75,85.57,436.25
02-02-2020 09:00,132.5,211.5,77.82,458.12
02-02-2020 10:00,129.25,222.75,68.4,463.3
02-02-2020 11:00,120,213.75,62.25,469
02-02-2020 12:00,133,234.25,56.72,467.88
02-02-2020 13:00,127.25,237.25,53.47,457.2
02-02-2020 14:00,123,240.25,53,439.58
02-02-2020 15:00,104.75,223.25,55.78,413.72
02-02-2020 16:00,93.75,207.75,58.38,360.92
02-02-2020 17:00,84.75,207.25,60.2,174.62
02-02-2020 18:00,76.75,206.5,66.4,11.15
02-02-2020 19:00,107.5,254.25,71.7,8.92
02-02-2020 20:00,140.25,263.5,77,8.98
02-02-2020 21:00,174.75,326.5,81.2,8.88
02-02-2020 22:00,204.5,409.5,82.2,8.98
02-02-2020 23:00,251.25,464.75,83.82,8.95
03-02-2020 00:00,225,410,85.32,9.05
03-02-2020 01:00,197,359.5,86.1,8.98
03-02-2020 02:00,155,259,87.8,8.98
03-02-2020 03:00,156.75,229.5,90.78,9
03-02-2020 04:00,157.25,231,92.08,8.93
03-02-2020 05:00,134.59,294.51,92.7,9
03-02-2020 06:00,134.59,294.51,56.99,207.28
03-02-2020 07:00,196,319.5,91.6,216.85
03-02-2020 08:00,220.25,352,85.02,433.42
03-02-2020 09:00,215,363.25,73.35,450.62
03-02-2020 10:00,197,334,60.9,459.15
03-02-2020 11:00,116.5,257.75,50.4,462.1
03-02-2020 12:00,103,256.5,45.88,457.45
03-02-2020 13:00,82.25,227,44.75,450.12
03-02-2020 14:00,75.5,221.25,43.05,428.62
03-02-2020 15:00,69.25,202.75,42.05,405
03-02-2020 16:00,64.5,177.5,45.82,349.92
03-02-2020 17:00,71,211,49.82,155.15
03-02-2020 18:00,81,238.75,56.82,11.92
03-02-2020 19:00,99.25,293.25,66.1,8.98
03-02-2020 20:00,124.75,392,70.62,9.02
03-02-2020 21:00,201.25,553.25,75.07,8.95
03-02-2020 22:00,288.75,752.25,78.68,8.93
03-02-2020 23:00,286.25,754.5,82.58,8.98
04-02-2020 00:00,281,732,79.55,9.02
04-02-2020 01:00,214,455.75,86.45,9.07
04-02-2020 02:00,229,431,89.5,8.85
04-02-2020 03:00,233.75,485,90.4,8.95
04-02-2020 04:00,230,410,92.35,8.95
04-02-2020 05:00,134.59,294.51,56.99,9
04-02-2020 06:00,134.59,294.51,56.99,207.28
04-02-2020 07:00,274.75,624.25,92.4,295.65
04-02-2020 08:00,358.25,729,83.62,422.42
04-02-2020 09:00,373.5,655.25,72.1,449.45
04-02-2020 10:00,256.25,450.25,60.12,456.32
04-02-2020 11:00,167.75,289.5,51.55,460.38
04-02-2020 12:00,132.5,221.25,47.92,456.28
04-02-2020 13:00,125,202.5,46.58,449.68
04-02-2020 14:00,111.75,204,44.65,432.82
04-02-2020 15:00,99,195,44.8,409.55
04-02-2020 16:00,98,183.5,46.4,337.2
04-02-2020 17:00,107,221,51.18,148.3
04-02-2020 18:00,134.59,294.51,56.2,14
04-02-2020 19:00,134.59,294.51,56.99,207.28
04-02-2020 20:00,134.59,294.51,56.99,207.28
04-02-2020 21:00,134.59,294.51,56.99,207.28
04-02-2020 22:00,134.59,294.51,56.99,207.28
04-02-2020 23:00,134.59,294.51,56.99,207.28
05-02-2020 00:00,134.59,294.51,56.99,207.28
05-02-2020 01:00,134.59,294.51,56.99,207.28
05-02-2020 02:00,134.59,294.51,56.99,207.28
05-02-2020 03:00,134.59,294.51,56.99,207.28
05-02-2020 04:00,134.59,294.51,56.99,207.28
05-02-2020 05:00,134.59,294.51,56.99,207.28
05-02-2020 06:00,134.59,294.51,56.99,207.28
05-02-2020 07:00,234,583.5,89,379.7
05-02-2020 08:00,265.5,563.5,78.95,425.4
05-02-2020 09:00,283,499.75,67.92,449.42
05-02-2020 10:00,223.75,421,55.02,455.62
05-02-2020 11:00,154.25,340.5,48.22,458.1
05-02-2020 12:00,101,261,46.45,457.08
05-02-2020 13:00,134.59,206,46.05,449.55
05-02-2020 14:00,86.75,184.75,46.6,427.3
05-02-2020 15:00,74.5,181.25,49.78,413.22
05-02-2020 16:00,66.75,185.25,53.7,330.2
05-02-2020 17:00,70,222.25,58.65,134.52
05-02-2020 18:00,76,221,62.5,13.55
05-02-2020 19:00,77.25,230.75,65.47,8.9
05-02-2020 20:00,103.75,269,68.7,8.98
05-02-2020 21:00,118.25,275.5,71.72,9.12
05-02-2020 22:00,121,271.5,76.08,9.1
05-02-2020 23:00,125,302.75,80.52,8.98
06-02-2020 00:00,117.5,338,80.25,9
06-02-2020 01:00,110.5,241.25,81.7,8.9
06-02-2020 02:00,102.5,191,83.1,8.98
06-02-2020 03:00,102.25,173.25,80.7,8.93
06-02-2020 04:00,109.75,149.5,80.4,9
06-02-2020 05:00,125,180.5,84.92,8.95
06-02-2020 06:00,140.5,276,86.78,10.4
06-02-2020 07:00,161.25,349.75,87.68,202.25
06-02-2020 08:00,200,365,82.18,430.4
06-02-2020 09:00,212.5,402,73.7,452.62
06-02-2020 10:00,164.5,328.75,62.08,459.98
06-02-2020 11:00,114,266,51.1,461.28
06-02-2020 12:00,81,186.75,45.8,460.52
06-02-2020 13:00,71,161.75,44.85,451.28
06-02-2020 14:00,70.75,175.25,44.58,429.5
06-02-2020 15:00,77.25,165.75,46.12,415.22
06-02-2020 16:00,74,174,49.45,363.58
06-02-2020 17:00,79.75,193.75,54.28,174.68
06-02-2020 18:00,86.5,237.75,60.98,12.5
06-02-2020 19:00,129.5,310.5,66.53,8.98
06-02-2020 20:00,189.5,405.75,71.88,8.98
06-02-2020 21:00,197,376.25,74.25,8.95
06-02-2020 22:00,233.25,469.25,79.57,8.95
06-02-2020 23:00,224.75,548,80.38,8.95
07-02-2020 00:00,208.25,439,84.68,8.85
07-02-2020 01:00,241,439,87.25,8.95
07-02-2020 02:00,234.5,294.51,90.65,8.95
07-02-2020 03:00,224,294.51,92.88,8.95
07-02-2020 04:00,214,294.51,92.88,8.98
07-02-2020 05:00,199,294.51,91.75,8.93
07-02-2020 06:00,230.5,294.51,92.42,10.12
07-02-2020 07:00,195.25,294.51,92.3,201.45
07-02-2020 08:00,216.5,294.51,81.15,420.65
07-02-2020 09:00,225.75,294.51,67.3,439.75
07-02-2020 10:00,198.5,294.51,57.8,446.92
07-02-2020 11:00,191,406,53.1,448.4
07-02-2020 12:00,191.75,364.25,51.2,455.78
07-02-2020 13:00,111.25,231.25,50.72,450.35
07-02-2020 14:00,105,209,50.85,428.2
07-02-2020 15:00,101.5,211.5,51.82,411.15
07-02-2020 16:00,95.25,199.25,54.32,364.95
07-02-2020 17:00,76.5,171,54.85,164
07-02-2020 18:00,63,176.75,57.68,13.02
07-02-2020 19:00,71.25,175,62.75,8.93
07-02-2020 20:00,102,246,66.72,8.9
07-02-2020 21:00,122.75,302,70.78,9.05
07-02-2020 22:00,137.5,308.75,76.53,9.05
07-02-2020 23:00,162,412,79.23,9.02
08-02-2020 00:00,178,542,82.72,8.82
08-02-2020 01:00,176.5,472,84.58,8.88
08-02-2020 02:00,166.25,346,81.3,8.88
08-02-2020 03:00,176.25,295.75,81.85,8.9
08-02-2020 04:00,177,279.5,82.78,8.98
08-02-2020 05:00,178,283.25,83.08,8.82
08-02-2020 06:00,182,295.25,83.52,10.07
08-02-2020 07:00,190.5,291.75,84.05,185.3
08-02-2020 08:00,205.25,328,79.42,423.82
08-02-2020 09:00,200,366.75,71.7,448.7
08-02-2020 10:00,195.75,358,63.42,456.3
08-02-2020 11:00,172,317.25,54.65,456.78
08-02-2020 12:00,139.25,260.5,50.4,452.68
08-02-2020 13:00,129.25,237.5,48,452.83
08-02-2020 14:00,92.75,212.5,45.5,425.68
08-02-2020 15:00,77.25,171.75,46.05,409.55
08-02-2020 16:00,66.5,177.75,49.1,335.22
08-02-2020 17:00,60.75,168.25,52.98,154.48
08-02-2020 18:00,74.25,181,60.9,13.28
08-02-2020 19:00,104.75,251.5,64.92,8.85
08-02-2020 20:00,127,278.75,67.08,8.93
08-02-2020 21:00,139.25,292,71.18,9.05
08-02-2020 22:00,134,286,74.12,9.02
08-02-2020 23:00,142.75,285.75,77.52,9.02
09-02-2020 00:00,135.5,295.5,78.15,8.88
09-02-2020 01:00,117.75,243.75,79.82,8.9
09-02-2020 02:00,117.25,222.5,82.38,8.9
09-02-2020 03:00,104,195,85.7,8.88
09-02-2020 04:00,124.75,242.25,89.02,8.95
09-02-2020 05:00,164,278.5,89.72,8.93
09-02-2020 06:00,210.75,393.5,89.9,10.3
09-02-2020 07:00,249.5,405.25,89.32,183.18
09-02-2020 08:00,298.25,452.5,84.02,421.3
09-02-2020 09:00,285.25,450.5,73.08,446.72
09-02-2020 10:00,212.5,358.75,62.97,452.2
09-02-2020 11:00,160,290.75,53.5,452.55
09-02-2020 12:00,118.25,237.5,47.12,453.75
09-02-2020 13:00,99.5,196,44.08,446
09-02-2020 14:00,92.75,191,41.53,421.5
09-02-2020 15:00,84.5,187,42,406.75
09-02-2020 16:00,81.25,188,44.8,330.85
09-02-2020 17:00,82.5,178.75,47.58,170.82
09-02-2020 18:00,84.75,231.25,54.78,11.98
09-02-2020 19:00,123.75,345.25,60.3,8.98
09-02-2020 20:00,158,373.75,62.45,8.95
09-02-2020 21:00,169.5,349.75,66.68,7.82
09-02-2020 22:00,160.25,334.75,72.9,7.93
09-02-2020 23:00,166.75,414,79.52,8.98
10-02-2020 00:00,185,491.5,82.28,8.85
10-02-2020 01:00,210.5,575.75,84.68,8.9
10-02-2020 02:00,200,410,87.55,8.9
10-02-2020 03:00,201.75,342,90.02,8.98
10-02-2020 04:00,176,305.75,92.62,8.98
10-02-2020 05:00,168.25,344.5,93.1,8.95
10-02-2020 06:00,183.75,416,92.72,12.95
10-02-2020 07:00,207.5,448.5,90.95,189.52
10-02-2020 08:00,279.25,492.75,83.02,412.33
10-02-2020 09:00,336.75,513,73.05,425.75
10-02-2020 10:00,259,450,62.15,453.2
10-02-2020 11:00,178.5,315.25,54.15,456.18
10-02-2020 12:00,134,227.5,48.32,455.75
10-02-2020 13:00,104.5,201.5,46.65,445.7
10-02-2020 14:00,102.75,193.75,44.55,423.83
10-02-2020 15:00,91,197.25,44.85,409.72
10-02-2020 16:00,84.25,187.25,46.78,348.12
10-02-2020 17:00,81,203,49.62,169.62
10-02-2020 18:00,84,229,54.72,14.3
10-02-2020 19:00,114.5,325.25,64.4,8.9
10-02-2020 20:00,158.75,456.75,70.57,8.93
10-02-2020 21:00,191.75,506,76,8.93
10-02-2020 22:00,258.5,682,79.88,8.93
10-02-2020 23:00,285,687.75,82.42,8.98
11-02-2020 00:00,242,564,83.48,8.93
11-02-2020 01:00,246.25,567.25,86.9,8.9
11-02-2020 02:00,252.25,546,89.4,8.95
11-02-2020 03:00,220.75,424.5,90.42,8.95
11-02-2020 04:00,187,339,91.65,9
11-02-2020 05:00,212,413.5,92.88,8.95
11-02-2020 06:00,211,423,92.98,11.12
11-02-2020 07:00,276.5,605.75,92.9,226.1
11-02-2020 08:00,259.25,550,81.28,423.7
11-02-2020 09:00,257,520,68.7,441.4
11-02-2020 10:00,195.75,405.25,58.18,447.7
11-02-2020 11:00,166.5,308.5,50.38,448.8
11-02-2020 12:00,155,277.75,45.35,450.95
11-02-2020 13:00,134,262,43.38,445.7
11-02-2020 14:00,134.59,294.51,43.4,429.6
11-02-2020 15:00,97,191,42.9,375.5
11-02-2020 16:00,93.5,186.75,45.65,347.72
11-02-2020 17:00,83.75,187.25,50.92,168.42
11-02-2020 18:00,91.5,241.5,57.95,13.32
11-02-2020 19:00,125.5,313.25,65.4,9
11-02-2020 20:00,181.25,401,70.55,8.9
11-02-2020 21:00,193.5,414,76.1,8.9
11-02-2020 22:00,196,409.5,76.7,9.02
11-02-2020 23:00,184.25,376.25,80.12,8.95
12-02-2020 00:00,192.5,408.75,84.22,8.88
12-02-2020 01:00,189.75,360,87.72,8.93
12-02-2020 02:00,196.25,369.5,87.58,8.93
12-02-2020 03:00,198.75,386.25,89.38,9.05
12-02-2020 04:00,201.5,348.75,87.35,8.9
12-02-2020 05:00,241.75,375.5,83.43,8.88
12-02-2020 06:00,299,471.75,84.75,12.15
12-02-2020 07:00,276.5,445,82.05,217.92
12-02-2020 08:00,258.25,426,77.02,415.4
12-02-2020 09:00,261.75,485.75,68.8,438.8
12-02-2020 10:00,220.25,446,60.62,449.1
12-02-2020 11:00,172,402.75,53.38,452.65
12-02-2020 12:00,151,381,49.25,450.22
12-02-2020 13:00,127.5,334.75,45.78,441.6
12-02-2020 14:00,107.75,321,44.48,431.32
12-02-2020 15:00,98.5,289.75,46.4,398.4
12-02-2020 16:00,101.75,305.5,49.98,335.72
12-02-2020 17:00,106.25,274.75,54.7,165.8
12-02-2020 18:00,107.25,262.25,59.55,14
12-02-2020 19:00,121.25,295.25,62.5,8.88
12-02-2020 20:00,140,302.25,65.1,8.93
12-02-2020 21:00,154.75,352,65.6,8.98
12-02-2020 22:00,132.5,305.75,66.62,8.93
12-02-2020 23:00,98.5,218.5,69.23,8.88
13-02-2020 00:00,104.5,226,70.85,8.85
13-02-2020 01:00,92.5,188.5,69,8.85
13-02-2020 02:00,95,176,65.88,8.85
13-02-2020 03:00,94.25,153.25,68.65,8.98
13-02-2020 04:00,113.25,167,71.65,8.93
13-02-2020 05:00,119,198.25,72.03,8.77
13-02-2020 06:00,102.25,197.5,71.85,11.82
13-02-2020 07:00,89.75,193.75,72.12,242.6
13-02-2020 08:00,103.5,237.75,69.05,422.9
13-02-2020 09:00,132.5,284.25,62.18,442.12
13-02-2020 10:00,137.25,296,54.98,449.32
13-02-2020 11:00,133,306.5,48.28,448.42
13-02-2020 12:00,106,283.25,45.6,445.88
13-02-2020 13:00,93.5,253.5,44.02,433.32
13-02-2020 14:00,82.25,258.75,44.6,418.45
13-02-2020 15:00,84,269,46.4,387.3
13-02-2020 16:00,84,269,49.52,284.88
13-02-2020 17:00,134.59,294.51,51.97,166.72
13-02-2020 18:00,62.5,255.75,55.2,15.7
13-02-2020 19:00,134.59,294.51,58.78,9.02
13-02-2020 20:00,134.59,294.51,56.99,207.28
13-02-2020 21:00,134.59,294.51,56.99,207.28
13-02-2020 22:00,81,189,64,8.8
13-02-2020 23:00,80.75,184.5,64.82,8.88
14-02-2020 00:00,81.5,185.5,65.7,8.82
14-02-2020 01:00,77.25,191.25,66.3,8.8
14-02-2020 02:00,78,183.25,68.88,8.9
14-02-2020 03:00,79.25,164.75,71.68,9
14-02-2020 04:00,82.5,135.25,73.18,9.02
14-02-2020 05:00,81.75,147,74.62,8.9
14-02-2020 06:00,85,172.75,74.82,12.12
14-02-2020 07:00,91.75,180.75,74.42,260.2
14-02-2020 08:00,102.25,196,69.15,432.65
14-02-2020 09:00,98,217.5,61.22,450.08
14-02-2020 10:00,91.25,220.75,55.08,457.7
14-02-2020 11:00,87.25,236.25,51.25,461.83
14-02-2020 12:00,82,267,47.6,460.12
14-02-2020 13:00,66,315,44.1,453.5
14-02-2020 14:00,134.59,294.51,56.99,207.28
14-02-2020 15:00,134.59,294.51,56.99,207.28
14-02-2020 16:00,134.59,294.51,56.99,207.28
14-02-2020 17:00,134.59,294.51,56.99,207.28
14-02-2020 18:00,134.59,294.51,56.99,207.28
14-02-2020 19:00,134.59,294.51,56.99,207.28
14-02-2020 20:00,134.59,294.51,56.99,207.28
14-02-2020 21:00,134.59,294.51,56.99,207.28
14-02-2020 22:00,134.59,294.51,56.99,207.28
14-02-2020 23:00,134.59,294.51,56.99,207.28
15-02-2020 00:00,134.59,294.51,56.99,207.28
15-02-2020 01:00,134.59,294.51,56.99,207.28
15-02-2020 02:00,134.59,294.51,56.99,207.28
15-02-2020 03:00,134.59,294.51,56.99,207.28
15-02-2020 04:00,134.59,294.51,56.99,207.28
15-02-2020 05:00,134.59,294.51,56.99,207.28
15-02-2020 06:00,134.59,294.51,56.99,207.28
15-02-2020 07:00,134.59,294.51,56.99,207.28
15-02-2020 08:00,64,212.5,53.88,436.02
15-02-2020 09:00,86.5,278.5,49.42,449.5
15-02-2020 10:00,100.25,262.75,46.4,459.65
15-02-2020 11:00,100.25,250.25,43.15,460.72
15-02-2020 12:00,95.75,229.25,40.7,457.68
15-02-2020 13:00,85.75,229.75,39.9,445.1
15-02-2020 14:00,74.5,251.75,41.28,431.17
15-02-2020 15:00,67.75,217.25,40.62,393.05
15-02-2020 16:00,56.75,234.75,41.68,322.08
15-02-2020 17:00,42.5,220.25,43.38,175.27
15-02-2020 18:00,43.5,164.5,47.55,18.02
15-02-2020 19:00,64,181.75,51.3,8.88
15-02-2020 20:00,93.5,229.5,55.55,8.93
15-02-2020 21:00,138.75,304.75,58.7,8.9
15-02-2020 22:00,120.75,292.25,62.2,8.93
15-02-2020 23:00,136.25,359.25,65.95,8.88
16-02-2020 00:00,142.75,423,65.4,8.9
16-02-2020 01:00,131,263.5,70.9,8.88
16-02-2020 02:00,154.5,270.5,76.55,8.93
16-02-2020 03:00,159.5,261.75,74.22,8.9
16-02-2020 04:00,157.75,247.25,76.38,8.83
16-02-2020 05:00,170,279.5,78.82,8.82
16-02-2020 06:00,173,327.25,78.07,12.8
16-02-2020 07:00,220,380.5,75.7,265.18
16-02-2020 08:00,185.5,364,67.8,433.83
16-02-2020 09:00,145.5,278.75,59.58,446.05
16-02-2020 10:00,153.25,294.25,52.72,450.98
16-02-2020 11:00,157.5,282,47,453.75
16-02-2020 12:00,114,234,43.82,451.45
16-02-2020 13:00,142.75,269.75,41.55,444.12
16-02-2020 14:00,90,197.25,39.02,426.67
16-02-2020 15:00,58.75,140,39.9,389.25
16-02-2020 16:00,54.25,128,41.95,332.92
16-02-2020 17:00,54.75,139,47.2,185.05
16-02-2020 18:00,66.75,183.5,52.8,17.48
16-02-2020 19:00,86.25,254.75,59.12,8.98
16-02-2020 20:00,118,371,66.95,8.93
16-02-2020 21:00,145.5,403.75,72.85,8.88
16-02-2020 22:00,181.5,516.25,76.93,8.95
16-02-2020 23:00,236.75,692.25,79.9,8.98
17-02-2020 00:00,242.75,571.75,82.9,9.07
17-02-2020 01:00,215.25,461,86.9,8.93
17-02-2020 02:00,245,470.5,89.42,8.8
17-02-2020 03:00,276.25,551.5,90.78,8.9
17-02-2020 04:00,269.25,473.5,89.78,8.88
17-02-2020 05:00,264.75,423.25,88.68,8.93
17-02-2020 06:00,276,454.25,88.25,12.8
17-02-2020 07:00,329,506,86.18,248.03
17-02-2020 08:00,394.5,590.5,77.7,425.28
17-02-2020 09:00,357,547,66.6,441.85
17-02-2020 10:00,245.5,443,57.28,452.35
17-02-2020 11:00,164,346.5,47.45,452.7
17-02-2020 12:00,110,240,42.32,452.8
17-02-2020 13:00,93,195,39.9,442.3
17-02-2020 14:00,70.75,181,37.6,425.28
17-02-2020 15:00,47,166,36.85,387.7
17-02-2020 16:00,48.5,161.25,39.42,336.92
17-02-2020 17:00,53,147,42.4,187.02
17-02-2020 18:00,134.59,294.51,56.99,207.28
17-02-2020 19:00,65.75,182.75,50,8.9
17-02-2020 20:00,90.25,241.25,55.38,8.8
17-02-2020 21:00,123,334.75,59.72,8.85
17-02-2020 22:00,151.25,400.75,61.22,8.98
17-02-2020 23:00,134.75,367,60.55,8.95
18-02-2020 00:00,127,300.25,59.47,8.82
18-02-2020 01:00,125.75,260,61.32,8.92
18-02-2020 02:00,129.25,243.75,60.92,8.98
18-02-2020 03:00,124.5,210.25,61.05,8.85
18-02-2020 04:00,131.75,209,61.78,8.95
18-02-2020 05:00,152,239.5,63.8,8.85
18-02-2020 06:00,158.75,276,67.58,13.68
18-02-2020 07:00,152.5,301.25,65.82,271.55
18-02-2020 08:00,157.5,319.25,59.4,431.68
18-02-2020 09:00,169.75,355.75,51.85,447.48
18-02-2020 10:00,175,337,46.02,453.15
18-02-2020 11:00,126.5,295.5,42,454.7
18-02-2020 12:00,113,261,39.62,453.72
18-02-2020 13:00,68,200,37.55,439.72
18-02-2020 14:00,63,188.75,36.4,422.35
18-02-2020 15:00,53.5,166,36.85,385.12
18-02-2020 16:00,58.75,174.25,37.95,308.92
18-02-2020 17:00,58,166,40,193.3
18-02-2020 18:00,69.5,199.5,45.58,18.42
18-02-2020 19:00,83,235,55.42,8.98
18-02-2020 20:00,187,489,62.95,8.85
18-02-2020 21:00,187,513,67.92,9.02
18-02-2020 22:00,196.25,598.25,69.03,8.8
18-02-2020 23:00,225.5,756,77.35,8.95
19-02-2020 00:00,232.5,839.5,81.42,9
19-02-2020 01:00,250.5,715.25,84.8,8.98
19-02-2020 02:00,247.25,626.5,87.02,8.9
19-02-2020 03:00,244,576,87.1,9
19-02-2020 04:00,254,600.75,87.2,8.93
19-02-2020 05:00,248.5,579.25,87.95,8.9
19-02-2020 06:00,238,572,87.52,17.82
19-02-2020 07:00,242.75,591,79.45,289.48
19-02-2020 08:00,242.75,590.5,59.6,433.25
19-02-2020 09:00,189,400.5,50.98,446.02
19-02-2020 10:00,142,318.25,46.88,458.02
19-02-2020 11:00,97.5,221.75,43.1,444.3
19-02-2020 12:00,84.75,193.75,41.65,442.18
19-02-2020 13:00,69,182.5,41.92,433.15
19-02-2020 14:00,69.5,204.75,44.08,421.78
19-02-2020 15:00,73.75,208.25,47.52,414.48
19-02-2020 16:00,80.75,224.25,52.15,383.82
19-02-2020 17:00,77,234,57.52,247.78
19-02-2020 18:00,77.5,214.75,59.1,14.88
19-02-2020 19:00,89,207.25,61.12,8.93
19-02-2020 20:00,105,227.25,61.42,8.82
19-02-2020 21:00,112.5,230.5,60.65,8.93
19-02-2020 22:00,98.5,208.5,62.22,8.9
19-02-2020 23:00,98.25,215.25,63.52,8.93
20-02-2020 00:00,99,171.75,59.32,8.88
20-02-2020 01:00,89.75,158,57.9,8.93
20-02-2020 02:00,92.75,163.25,62.18,8.85
20-02-2020 03:00,106,162.5,65.32,8.85
20-02-2020 04:00,114,165.25,68.97,8.88
20-02-2020 05:00,120.75,165.75,71.53,8.95
